text	HS
@Linnlondon1 I want some clams on the half shell :-) http://t.co/uFCAjNNQTZ	0
"laughing on the inside thinking ""that's what yo bitch ass get, fuck boy""."	0
RT @lildurk_: Seem like dese bitches ain't loyal	0
RT @xoxo_Geee: Chest tattoos on females are trash .	0
&#128064; RT @Mr_QuenchYaGirl: A lotta fck niggas on this here Twitter. Really be talking like bitches.	0
@iAM_tRoyal5 like bitch and a gram	0
"Once you hate someone, everything they do is offensive. ""Look at this bitch eating those crackers like she own the damn place!"""	0
I love when my friends let me use their phones to stalk the bitch that blocked me on Facebook.	0
"RT @USRealityCheck: Republicans Want to Yank Food Stamps from the Hungry: 

 May 16, 2... http://t.co/2UkcoICd9Q prg #P2"	0
@Zhugstubble naw nigga what's up with em hands, what happened to the shit you was talking a couple a month's ago, eat bitch	0
bitch get off my twitter hoe &#128074;	0
Some rednecks just raced down the freeway &gt;_e	0
@KenSuttling The spear chuckers are flooding into Upton Park.	0
&#8220;@GrumpyCatTalkin: I'm sorry I offended you when I called you a bitch, I honestly thought you knew.&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;	0
@AyDontJudgeMe Just come stop in this bitch cause im bout to get off	0
&#8220;@aerinblazin: I'm 2 much for these niggas and 3 much for these hoes &#128129;&#8221;	0
Homemade Soup is very good with vegetables on the side with crackers http://t.co/LiRwGwkdzE	0
i havnt fought a bitch ina minute. .cant wait.	0
A 50 dollar card make a young nicca go hard .. Throw in a cell phone i can get you left on the yard!	0
RT @HellaRatchet: #FreshmanAdvice Rolling backpacks get all the bitches	0
Stress stress go away. Come again never you fucking bitch	0
Charlene crave colored cock	0
You got me faggot	1
@dablueprint fuck no she dont let nobody hit that pussy either I know it's firm	0
"&#8220;@mcdonavins: A nigga who gets alot of bitches is not gonna value you like someone else would, youre just ""another one"" lol.&#8221; Cut that out"	0
RT @efromthelost: @ObieOneHHH #doggpound never left hip hop fans just turned into hoes. Literally ratchet broads that pretend to like baske&#8230;	0
Cant play No games wit deze niggas or bitches &#128581;&#128299;	0
Lmaoo RT @IMCoolLike_That: Stfu..who are u to prefer what a woman wears on her feet bitch RT @80sbaby4life: I hate bitches that wear wedges	0
RT @MileyCyrus: i know what color my skin is. you can stop with the friendly reminders bitch.	0
@_IamQuiNichole &#128514;&#128514;&#128514; it's a song, ion kno y he referred to his future wife as a bitch	0
Whipped cream &#9829;,&#9829; #endlesslove	0
RT @iRelatesGirl: when that one stupid bitch pops up on your timeline... http://t.co/ai00UolEez	0
@alizahwi Make yo bitch open her legs.	0
This foo came to the club wit his bitch on a leash &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/wC4ub0UN6b	0
@05proFESSOR Charlie Sheen could coach better than Crusty Dusty. Yeah they hired Bryan Price, the pitching coach	0
Fucked up when a freak hoe tell you ya posed to be homeboy was pillow talking too .. #FukNiccas	0
You can't call a bitch a bitch if you're a bitch	0
Apple need to add some colored emoji	0
I'm pretty sure the dmv won't let me take a new pic, but a bitch might accidentally lose my license again where they have to take a new pic	0
You niggas that would rather your girl wear jeans and Js instead of a tight dress and heels are faggots..	0
But I have the hoes &#128542; http://t.co/XmFcV9rmV5	0
"RT @JuanNDaCut: Porn ads be convincing af...""click here and 30 bitches will appear in your bed"" you DAMN RIGHT ima click that shit nigga"	0
Good morning, you hoe ass niggas. *Pimp C voice*	0
&#8220;@RihannaGlFS: When you see the bitch that been talking smack about you in the playground http://t.co/ePdGXMzKSr&#8221;	0
RT @UnansweredQuot: Did that bitch ever get out of Ludacris's way?	0
They got David taking out the trash &#128514;&#128514;&#128514;&#128514;	0
Ever leave me around yo bitch and ima get her stoned	0
@Rugarickrockers Ima make you a sick entrance song my nig	0
Ravioli stuffed wit lobster nd a nice stuffed clam #eating betterthanamobster http://t.co/PzdoESaR	0
Viola, Auntie...you can't call White trash women White trash like this during primetime! #HTGAWM	0
@Newser big fucking deal...cry baby niggers	1
slap these hoes on the ass like we birthed em	0
What jealous hoe made this? http://t.co/95rdO7RHvq	0
@la_di_daDEE try me pussy	0
You think America has crooked laws?Women in other countries get executed in the street for shoning.You American hoes wouldn't make it.	0
@mfsasso or jim crow laws segregation lynching laws... anti womans suffrage laws... amazing how everyone doesnt want to bring that up	0
@Bywatergal @Yankees @EmpireStateBldg That game winning hit in Thursday capped a great career. The guy is a 1st ballot HOF. Or else.	0
if yo girl doesnt swallow kids, that bitch basic!	0
RT @maycie32: @Whitecholo23 np big nig nig	0
I hope the Yankees get Soriano, shoulda never gave him away for Alex Rodriguez	0
I think you've made it clear that these hoes ain't loyal	0
RT @KMOquality: Scholen waar directie leerkrachten pest, kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn?&#8230;	0
You a hoe if you take a taxi to the club	0
"RT @liIdurk__: Dese hoes be ugly af talking bout ""if I wanted yo boyfriend I could have him"" Bitch you look like a boyfriend &#128514;&#128514;"	0
Weazy bitch birdman jr http://t.co/wXNX94BzoC	0
You know these hoes wishy washy	0
RT @isneeze_Glitter: if you ate my pussy, don't ever try to disrespect me . Fck nigga i fed you &#9995;	0
I'm only driving drunk cause this bitch drove me to drink!	0
#tbt when i took my likkle monkey jimmys http://t.co/LIK3xpZ6eZ	0
RT @cambryh_: I'm he's? Really? He on the phone talking to another bitch while you standing in the middle of a damn field clueless. http://&#8230;	0
#wcw all the bad bitches &#128069;&#128166;	0
Bill Romanowski is still a cunt. Who saw that one coming.	0
@Yung_Messiah nah he pussy he won't	0
RT @fvckteej: I feel like eating pussy right fucking now	0
"&#8220;@Chykalet ""I know I must make a lot of ya'll hoes sick &amp; all I can tell you hoes, get used to it bitch!""&#8221;"	0
Picture time outside of metro, fucking fags	0
@Vexda go jerk off to lollis faggot.	1
RT @NoContextAds: Tired of little bitches messing with your plants? Get your own Gangster Gladys http://t.co/LQbU0JG3br	0
@EmpressTaTa aww man we had a BALL. Small lil affair. Set that bitch out!	0
Ik his bitch ass saw me mentioned his tall ass	0
Its the NATURE of birds. YOU LET ONE of them eat---Next thing you know you've invited the entire ecosystem to shit on your car. #SFvsSTL	0
@CayMarieee bitch	0
Charlie Jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head.	0
@TheKinzieWells @chansdav all 3 :) haha. Because I'm #thinkingofyou and your #dirtylove sexxy bitch!!	0
Playing with my money is like playing with my emotions niggas don't believe I guess we going to find out then hoe ass niggas	0
&#8220;@SarabiaErik: I just accidentally ate a pot brownie. I guess there goes my pledge of being drug free for life . lolz .&#8221; Lmao #College	0
Going to California today for some analyzer training. Going into Dick Whitman mode. Wish I had a tan colored suit to wear for the flight.	0
RT @KenDavidoff: The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees http://t.c&#8230;	0
Savage can fuck right off, shirty cunt	0
Messy ass hoes , ain't your fucking friend !	0
RT @WORIDSTARHlPHOP: When a bad bitch asks you to come over http://t.co/f6eXLRZ8Vd	0
is money over bitches	0
NFC South is trash juice	0
Jihadis seem to be more upset over the location of the Jedah conference in #Saudi than its purpose #ISIS	0
&#8220;@chloekosik: I DONT FUCK YOUUU u lil stupid ass bitch I AINT FUCKIN WIT YOU u lil dumbass bitch I AINT FUCKIN WIT YOU&#8221; @kaylamauser_	0
&#8220;@Leelucas_: I fucked up in the 6th grade&#8221;yeah bitch you wants to fight me with yo dawg ass	0
RT @Luh_Myra: can't no bitch tell me a nigga NOT mines until she ready to tell me how tf he hers . &#128564;&#128075; it's levels to this shit ! &#128540;	0
Vintage Gold and Diamond Engagement Ring / 10k yellow gold unique #ring Size 4.75 by VintageBaublesnBits http://t.co/iI0v4LbSQK via @Etsy	0
@YeIIowbang yeah people know he's not trash but his game is limited and it showed late in games against Portland	0
RT @bugattibeez: pussy still taste like McDonald's fries. RT @BOOSIERENE: I eat pineapples everyday they so good &#128553;&#128069;	0
A girlfriend is almost a bill lowkey. So at this point in my life where I should be gettin outta my moms crib, I'll rather just have hoes.	0
I'm the crazy bitch that will call you 10 times in one hour	0
@KazAtta he jus need to go to brazil get himself a bad brazilian bitch and jus relax	0
Up like an eagle tryna catch the early bird that catches the worm.	0
RT @ItsFoodPorn: Oreo Ice Cream Cake http://t.co/Qpde1L6zAi	0
Fuck these bitches RT @KingHorseDick: Stop women bashing RT @viaNAWF Them women don't exist in this generation.	0
RT @YourFavPosts: When your teacher puts you in a group with a bunch of retards http://t.co/D5DPhKwi2L	0
"RT @Booskerz: ""@DailySexSupply: Girls that fuck back &gt;&gt;&gt; &#128525;&#128525; http://t.co/pI064ylhF6"" @iDocLyfe your last one was trash so here"	0
"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;"	0
"@JuMosq @zachkruse2 Yep. *sobs*

I got my hopes up when a couple of the national guys (including that Kiper/McShay mock) had him slipping."	0
Yeah that's where you're supposed to put the trash can.... #rude http://t.co/molWF0py	0
"RT @Lipe_the_Great: That fucking San Francisco game man. Wish that trash ass garbage team never ""won."" I pray that they meet in the fucking&#8230;"	0
All yall bitches dress alike wassup wit that ?	0
@GrizzboAdams @wyattnuckels fuck you bruh you didn't show up fucking pussy	0
"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week"	0
@ameriC00N @joeylattime Christian keep laughing and me and him will fuck u up instead pussy bitch	0
@Jessycaa_Rubi @O_ShitItsLaura Bitch you just an inch taller than me &#128079;&#128079; &amp; we normal height Jessyca and Daysi are just some short bitches &#128514;	0
I'm not weird, you're just a faggot	1
@Flow935 jus wanted to let y&#225;ll know hope the hurricane kills your soca sunday trash #LORDWILLIN	1
@_GOLDwhippp faggots, old people, people who can't drive, drunk people	1
Started with 100 bricks now I'm sold out bitch	0
RT @SSNAlerts: Rick Scott takes 49% of vote, Charlie Crist takes 46%. Scott wins second term: http://t.co/MmkyGCYVG1 #sayfie #FlaPol http:/&#8230;	0
RT @TomBradysEgo: Sorry bitches it takes more than Luck to beat me.	0
Fuck all y'all hoes &#128567; gang shit &#128175;&#128175;	0
Happy Birthday nigguh keep your blunts fat and your cups filled :) @BigDaddySniper	0
Lying bitch http://t.co/TCjHTFxBhc	0
RT @BamberDelver: Lees hoe een gepeste jongen zich probeert te verdedigen. Ingezonden brief Volkskrant. #pesten @AcademieMm http://t.co/aoD&#8230;	0
@SHanafin34 gotta love Tanner Country, hoes &amp; all,haha!	0
All my gold is white not yellow.	0
Bitch you're the ugliest cunt ever.	1
I'm not BROKE &#128080;&#128581;&#128078;&#128164; bitch I'm BLESSED &#128588;&#128591;&#128591;&#128077;&#128077;&#128076;&#9996;&#65039;&#128175;	0
@Halfbakd_Kitten ill finger ur tight pussy so slowly you'll be moaning my name bby	0
RT @fvtboy: Half the bitches that say tfti , wouldn't even go I bet.	0
RT @PRAYINGFORHEAD: hide ur bitches or else http://t.co/MLswmlArKf	0
"@NG5_ Thirsty Giants are always like ""ho, ho, ho"""	0
@rubberchloe okay love you bitch	0
@JayKollsKSTP please tell those fuming cops that they are a bunch of coward little bitches, and should not be allowed near weapons. Thanks.	0
@elchavaloko what's the difference between the three of the nig Nog's?	0
I feel so alone. I miss my #wife so much. I hate the white trash who raped and killed her and our daughters.	0
' Get some head off Twitter now niggahs that's bracken &#1041204;&#1041204; ima baby momma killa , yo bitch she can get it &#1043359; You... http://t.co/FAkEs1z2Wl	0
@Yankees and we all fell asleep @Frizzle18	0
Dis be one sexy bitch http://t.co/lVCNeDp4PT	0
RT @peeabut: Dear god, make me a bird so I can fly far, far far away	0
RT @kellconnolly: Guys say &#8220;don&#8217;t wear leggings if you don&#8217;t got no ass&#8221; &amp;I see you pussies walking around in muscle shirts without any mus&#8230;	0
&#8220;@CelebovickOTF: I hate a bitch that like to argue n shyt....:-)&#8221;	0
@FlawlesS_Dv dont be a bitch smh	0
"@Rotten_Soil @CaptFaggotpants 
You boys sure come up wit some crazy names. In my day, we never talked about no faggots"	0
That niggah is me lol TMLT &#128514;&#128514;&#128514;	0
RT @Colinfreeze: ISIS Supporters in America: The Jihadis Next Door http://t.co/aiMV7GiB24 @mlnestel @vocativ http://t.co/ajUAU5YwIv	0
Them gay dudes stay with the baddest bitches.....no punch line	0
"""@wiganzlad: ""@MarkyCrumb: ""@gmail_shorts: I'm on my way http://t.co/MqcZuXlbtT"" love a #chav""hot"" sexy scally fucker."	0
RT @Heissarcastic: The nicer you are, the easier you're hurt. So just be a bitch	0
Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people	1
It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl	1
RT @TrapLordGrant: ain't worth it, your pussy smelled like reused soap anyways&#128056;&#9749;&#65039;	0
yall crazy hoes need jesus lol	0
There's no one to flirt with, Mad bitches in my inbox. Skrr skrr	0
I'm bout to hop off this hoe they Tryna get on my ass	0
fucking queer	0
RT @MikeDiggEm: Yo niggas would fuck with you broke or not if they really yo niggas. You a bitch if you only fuck with yo niggs when they g&#8230;	0
Your bitch wants to go to Little Italy with me tonight. Told her no. Fuck a thot.	0
How now, gung-ho?	0
YES!! RT @Merky__: NO!!! RT @HuffPostTaste Will YOU buy the new Caramel Apple flavor of Oreos? http://t.co/K8zUp4Ynzf http://t.co/AMuZaTglx8	0
RT @dre_snipes: Am I the only one Tht see these hoes pattern. They stop tweet for 3 to 4 weeks and come bac with the same love tweets bout &#8230;	0
